wWy4pk15oP,0.998778848124937
u69NwFbs,0.9980055272690243
felWNZDk4Is1,0.9954512339403907
ttaC0amV,0.9947624865977367
uEOk6jCH3h8,0.9947078076402027
vw1G3Kfi1K,0.9944231959604296
eeJUmnKD98,0.9920350614875675
hOWeQ4G3en_,0.9902157371476953
fJMGNFC5OayrPai,0.9889828810800795
sXIw9sMWwZDQ7r,0.9875508687834826
oJBPb_pNHn27Tts,0.9843198710589092
uytPRMEb2m_MfoP,0.9830456914657681
foeKU29O0I,0.9826272554762776
ua5PlVD3ZSWQIgZ,0.9796763758326212
tqcCdpbQznPCkzm,0.9778603598985793
cBR_2ogf2K8w,0.97667820600863
oivvOjw4EH0u2,0.9761856335330127
jATTRNYO2gGaL,0.9760180289936946
sp5I43s7jv1sCQ,0.9741482579288743
evyf4bEqdI,0.9729287604056779
yeXlVonSZgEPCc,0.9725706634636905
oKlAzbYrDoryT,0.9703303614160117
w83rIQnb,0.9676654808929739
iuqR1sQB9srL,0.9654861977132138
fjZD9sfi01ieN,0.9631156660963502
nc198KC,0.9618225087216051
qfIy,0.9588878475770299
hFf5yMrzfE2HE,0.9548612844501957
tN2O21W_xNEqT,0.9544520193191236
ggpyEHkT,0.9503558897045605
b7RAobv4S4h5e,0.9442011477308228
vvyhD9dsqxT,0.9439921219225194
nYpuu7dWvXMFUG9,0.943822361952966
vQGEuYiO,0.9409947529173839
qUi02Rtnn9,0.9375102211421376
k848UwMvbTAXQPX,0.9365767804727645
dzANOVAi3itJfM,0.9308430862384116
vAxCdwDkBbR8oBp,0.9303557221825103
dNokY7sWNOhYC,0.9257982898675152
rxgQ1TGw5WE8Of,0.9247187596331516
grFEKTs9BzKL,0.9236656186829592
si_wpIUDCDtRMtp,0.9227815213051451
xFwfNPE,0.9186215661543519
oLqi3pCtEJskQ,0.9179569480246551
jJOsHAge061B6ku,0.9157112561016103
tcDqb8dB,0.9141295872641167
b5ENki9yAVWyNWg,0.9135521553417523
eXRMWcDjQ9qZzL,0.9125365369218769
qaAzOWmFv,0.9113474852437935
wWsRJ8Hk1z,0.909397954966614
u2XnJ_fTd,0.9090689039341807
gP7ehfJtVsW4,0.9083682194061534
vcR68dcu1de,0.9076716048391916
samSBGYtAU5x,0.9068553961760895
w2WoIb2unMpzYx,0.9052796958940862
ubNzj1B,0.9033730537176582
xMVoYVw,0.9030745960590029
lx4rF_KmNtzJ,0.9014628399666587
blkAOQT8XbyoB,0.8992237083575031
w1hlgRW0cRe7T,0.8985533905868778
u3SLxfnI1GG,0.8985430077947033
ts4Wg06vO74,0.8973508839795259
gpqtrSE,0.8964751959205007
OHrn8EBpdMbPc,0.8945002121774188
sgh85pBVTrOI5,0.8924091982270829
